44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
44770.00,1
